Leaf,Variable,Variable_level,Coverage_number,Classification,Coverage_rate,Probability_Readmission
744,Age,32,33,1,0.000195536,0.060606061
744,Age,30,33,1,0.000195536,0.060606061
744,Age,10,33,1,0.000195536,0.060606061
744,Age,18,33,1,0.000195536,0.060606061
744,Age,16,33,1,0.000195536,0.060606061
744,Age,40,33,1,0.000195536,0.060606061
744,Age,15,33,1,0.000195536,0.060606061
744,Age,26,33,1,0.000195536,0.060606061
744,Age,11,33,1,0.000195536,0.060606061
744,LOS,6,33,1,0.000195536,0.060606061
744,LOS,23,33,1,0.000195536,0.060606061
744,LOS,24,33,1,0.000195536,0.060606061
744,LOS,27,33,1,0.000195536,0.060606061
744,LOS,28,33,1,0.000195536,0.060606061
744,LOS,25,33,1,0.000195536,0.060606061
744,LOS,5,33,1,0.000195536,0.060606061
744,LOS,22,33,1,0.000195536,0.060606061
744,LOS,29,33,1,0.000195536,0.060606061
744,LOS,14,33,1,0.000195536,0.060606061
744,LOS,4,33,1,0.000195536,0.060606061
744,LOS,7,33,1,0.000195536,0.060606061
744,LOS,32,33,1,0.000195536,0.060606061
744,LOS,16,33,1,0.000195536,0.060606061
744,LOS,30,33,1,0.000195536,0.060606061
744,LOS,13,33,1,0.000195536,0.060606061
744,LOS,63,33,1,0.000195536,0.060606061
744,LOS,12,33,1,0.000195536,0.060606061
744,LOS,47,33,1,0.000195536,0.060606061
744,LOS,3,33,1,0.000195536,0.060606061
744,LOS,10,33,1,0.000195536,0.060606061
744,LOS,67,33,1,0.000195536,0.060606061
744,LOS,55,33,1,0.000195536,0.060606061
744,LOS,113,33,1,0.000195536,0.060606061
744,LOS,9,33,1,0.000195536,0.060606061
744,LOS,19,33,1,0.000195536,0.060606061
744,LOS,15,33,1,0.000195536,0.060606061
744,LOS,57,33,1,0.000195536,0.060606061
744,LOS,11,33,1,0.000195536,0.060606061
744,LOS,36,33,1,0.000195536,0.060606061
744,LOS,2,33,1,0.000195536,0.060606061
744,LOS,18,33,1,0.000195536,0.060606061
744,LOS,8,33,1,0.000195536,0.060606061
744,LOS,235,33,1,0.000195536,0.060606061
744,LOS,21,33,1,0.000195536,0.060606061
744,LOS,20,33,1,0.000195536,0.060606061
744,LOS,42,33,1,0.000195536,0.060606061
744,HadPPH,Y,33,1,0.000195536,0.060606061
744,Facility_ID,N213,33,1,0.000195536,0.060606061
744,Facility_ID,M210,33,1,0.000195536,0.060606061
744,Facility_ID,R219,33,1,0.000195536,0.060606061
744,Facility_ID,R205,33,1,0.000195536,0.060606061
744,Facility_ID,L212,33,1,0.000195536,0.060606061
744,Facility_ID,L226,33,1,0.000195536,0.060606061
744,Facility_ID,R211,33,1,0.000195536,0.060606061
744,Facility_ID,M215,33,1,0.000195536,0.060606061
744,Facility_ID,R221,33,1,0.000195536,0.060606061
1490,SRG_Desc,48 ENT & Head and Neck,92,1,0.00054513,0.304347826
1490,Age,33,92,1,0.00054513,0.304347826
1490,Age,19,92,1,0.00054513,0.304347826
1490,Age,22,92,1,0.00054513,0.304347826
1490,Age,93,92,1,0.00054513,0.304347826
1490,Age,14,92,1,0.00054513,0.304347826
1490,Age,8,92,1,0.00054513,0.304347826
1490,Age,2,92,1,0.00054513,0.304347826
1490,Age,50,92,1,0.00054513,0.304347826
1490,Age,7,92,1,0.00054513,0.304347826
1490,Age,0,92,1,0.00054513,0.304347826
1490,Age,77,92,1,0.00054513,0.304347826
1490,Age,25,92,1,0.00054513,0.304347826
1490,Age,48,92,1,0.00054513,0.304347826
1490,LOS,3,92,1,0.00054513,0.304347826
1490,LOS,2,92,1,0.00054513,0.304347826
1490,LOS,6,92,1,0.00054513,0.304347826
1490,HadPPH,Y,92,1,0.00054513,0.304347826
1490,Facility_ID,M210,92,1,0.00054513,0.304347826
1490,Facility_ID,R205,92,1,0.00054513,0.304347826
1490,Facility_ID,R219,92,1,0.00054513,0.304347826
1490,Facility_ID,L212,92,1,0.00054513,0.304347826
1490,Facility_ID,R211,92,1,0.00054513,0.304347826
1490,Facility_ID,R221,92,1,0.00054513,0.304347826
1490,Facility_ID,L226,92,1,0.00054513,0.304347826
1490,Facility_ID,N213,92,1,0.00054513,0.304347826
1490,Facility_ID,M215,92,1,0.00054513,0.304347826
1491,SRG_Desc,48 ENT & Head and Neck,16,2,9.48E-05,0.5625
1491,Age,25,16,2,9.48E-05,0.5625
1491,Age,19,16,2,9.48E-05,0.5625
1491,Age,77,16,2,9.48E-05,0.5625
1491,Age,22,16,2,9.48E-05,0.5625
1491,Age,48,16,2,9.48E-05,0.5625
1491,Age,93,16,2,9.48E-05,0.5625
1491,Age,0,16,2,9.48E-05,0.5625
1491,Age,50,16,2,9.48E-05,0.5625
1491,Age,14,16,2,9.48E-05,0.5625
1491,Age,8,16,2,9.48E-05,0.5625
1491,Age,33,16,2,9.48E-05,0.5625
1491,Age,2,16,2,9.48E-05,0.5625
1491,Age,7,16,2,9.48E-05,0.5625
1491,LOS,5,16,2,9.48E-05,0.5625
1491,LOS,4,16,2,9.48E-05,0.5625
1491,LOS,19,16,2,9.48E-05,0.5625
1491,HadPPH,Y,16,2,9.48E-05,0.5625
1491,Facility_ID,R221,16,2,9.48E-05,0.5625
1491,Facility_ID,R205,16,2,9.48E-05,0.5625
1491,Facility_ID,R219,16,2,9.48E-05,0.5625
1491,Facility_ID,L212,16,2,9.48E-05,0.5625
1491,Facility_ID,L226,16,2,9.48E-05,0.5625
1491,Facility_ID,N213,16,2,9.48E-05,0.5625
1491,Facility_ID,M210,16,2,9.48E-05,0.5625
1491,Facility_ID,R211,16,2,9.48E-05,0.5625
1491,Facility_ID,M215,16,2,9.48E-05,0.5625
746,SRG_Desc,16 Diagnostic GI Endoscopy,95,1,0.000562906,0.294736842
746,SRG_Desc,50 Ophthalmology,95,1,0.000562906,0.294736842
746,SRG_Desc,51 Plastic and Reconstructive Surgery,95,1,0.000562906,0.294736842
746,SRG_Desc,71 Gynaecology,95,1,0.000562906,0.294736842
746,SRG_Desc,74 Unqualified Neonate,95,1,0.000562906,0.294736842
746,SRG_Desc,41 Breast Surgery,95,1,0.000562906,0.294736842
746,Age,15,95,1,0.000562906,0.294736842
746,Age,33,95,1,0.000562906,0.294736842
746,Age,50,95,1,0.000562906,0.294736842
746,Age,14,95,1,0.000562906,0.294736842
746,Age,0,95,1,0.000562906,0.294736842
746,Age,16,95,1,0.000562906,0.294736842
746,Age,30,95,1,0.000562906,0.294736842
746,Age,25,95,1,0.000562906,0.294736842
746,Age,11,95,1,0.000562906,0.294736842
746,Age,2,95,1,0.000562906,0.294736842
746,Age,48,95,1,0.000562906,0.294736842
746,Age,7,95,1,0.000562906,0.294736842
746,Age,17,95,1,0.000562906,0.294736842
746,Age,22,95,1,0.000562906,0.294736842
746,Age,26,95,1,0.000562906,0.294736842
746,Age,58,95,1,0.000562906,0.294736842
746,Age,52,95,1,0.000562906,0.294736842
746,Age,19,95,1,0.000562906,0.294736842
746,Age,77,95,1,0.000562906,0.294736842
746,Age,8,95,1,0.000562906,0.294736842
746,Age,32,95,1,0.000562906,0.294736842
746,Age,93,95,1,0.000562906,0.294736842
746,Age,62,95,1,0.000562906,0.294736842
746,Age,51,95,1,0.000562906,0.294736842
746,Age,29,95,1,0.000562906,0.294736842
746,Age,18,95,1,0.000562906,0.294736842
746,Age,40,95,1,0.000562906,0.294736842
746,Age,10,95,1,0.000562906,0.294736842
746,LOS,20,95,1,0.000562906,0.294736842
746,LOS,21,95,1,0.000562906,0.294736842
746,LOS,18,95,1,0.000562906,0.294736842
746,LOS,42,95,1,0.000562906,0.294736842
746,LOS,25,95,1,0.000562906,0.294736842
746,LOS,19,95,1,0.000562906,0.294736842
746,LOS,36,95,1,0.000562906,0.294736842
746,LOS,24,95,1,0.000562906,0.294736842
746,LOS,27,95,1,0.000562906,0.294736842
746,LOS,32,95,1,0.000562906,0.294736842
746,LOS,47,95,1,0.000562906,0.294736842
746,LOS,22,95,1,0.000562906,0.294736842
746,LOS,11,95,1,0.000562906,0.294736842
746,LOS,29,95,1,0.000562906,0.294736842
746,LOS,10,95,1,0.000562906,0.294736842
746,LOS,23,95,1,0.000562906,0.294736842
746,LOS,7,95,1,0.000562906,0.294736842
746,LOS,6,95,1,0.000562906,0.294736842
746,LOS,14,95,1,0.000562906,0.294736842
746,LOS,57,95,1,0.000562906,0.294736842
746,LOS,30,95,1,0.000562906,0.294736842
746,LOS,28,95,1,0.000562906,0.294736842
746,LOS,4,95,1,0.000562906,0.294736842
746,LOS,3,95,1,0.000562906,0.294736842
746,LOS,5,95,1,0.000562906,0.294736842
746,LOS,55,95,1,0.000562906,0.294736842
746,LOS,15,95,1,0.000562906,0.294736842
746,LOS,13,95,1,0.000562906,0.294736842
746,LOS,113,95,1,0.000562906,0.294736842
746,LOS,16,95,1,0.000562906,0.294736842
746,LOS,8,95,1,0.000562906,0.294736842
746,LOS,63,95,1,0.000562906,0.294736842
746,LOS,2,95,1,0.000562906,0.294736842
746,LOS,12,95,1,0.000562906,0.294736842
746,LOS,235,95,1,0.000562906,0.294736842
746,LOS,67,95,1,0.000562906,0.294736842
746,LOS,9,95,1,0.000562906,0.294736842
746,HadPPH,Y,95,1,0.000562906,0.294736842
746,Facility_ID,R205,95,1,0.000562906,0.294736842
746,Facility_ID,N213,95,1,0.000562906,0.294736842
746,Facility_ID,R221,95,1,0.000562906,0.294736842
746,Facility_ID,M210,95,1,0.000562906,0.294736842
746,Facility_ID,R211,95,1,0.000562906,0.294736842
1494,SRG_Desc,16 Diagnostic GI Endoscopy,148,1,0.000876949,0.418918919
1494,SRG_Desc,71 Gynaecology,148,1,0.000876949,0.418918919
1494,SRG_Desc,51 Plastic and Reconstructive Surgery,148,1,0.000876949,0.418918919
1494,SRG_Desc,74 Unqualified Neonate,148,1,0.000876949,0.418918919
1494,SRG_Desc,50 Ophthalmology,148,1,0.000876949,0.418918919
1494,SRG_Desc,41 Breast Surgery,148,1,0.000876949,0.418918919
1494,Age,93,148,1,0.000876949,0.418918919
1494,Age,58,148,1,0.000876949,0.418918919
1494,Age,51,148,1,0.000876949,0.418918919
1494,Age,14,148,1,0.000876949,0.418918919
1494,Age,17,148,1,0.000876949,0.418918919
1494,Age,22,148,1,0.000876949,0.418918919
1494,Age,25,148,1,0.000876949,0.418918919
1494,Age,52,148,1,0.000876949,0.418918919
1494,Age,19,148,1,0.000876949,0.418918919
1494,Age,50,148,1,0.000876949,0.418918919
1494,Age,26,148,1,0.000876949,0.418918919
1494,Age,10,148,1,0.000876949,0.418918919
1494,Age,0,148,1,0.000876949,0.418918919
1494,Age,33,148,1,0.000876949,0.418918919
1494,LOS,14,148,1,0.000876949,0.418918919
1494,LOS,12,148,1,0.000876949,0.418918919
1494,LOS,13,148,1,0.000876949,0.418918919
1494,LOS,67,148,1,0.000876949,0.418918919
1494,LOS,36,148,1,0.000876949,0.418918919
1494,LOS,11,148,1,0.000876949,0.418918919
1494,LOS,32,148,1,0.000876949,0.418918919
1494,LOS,10,148,1,0.000876949,0.418918919
1494,LOS,3,148,1,0.000876949,0.418918919
1494,LOS,235,148,1,0.000876949,0.418918919
1494,LOS,55,148,1,0.000876949,0.418918919
1494,LOS,42,148,1,0.000876949,0.418918919
1494,LOS,2,148,1,0.000876949,0.418918919
1494,LOS,8,148,1,0.000876949,0.418918919
1494,LOS,19,148,1,0.000876949,0.418918919
1494,LOS,21,148,1,0.000876949,0.418918919
1494,LOS,27,148,1,0.000876949,0.418918919
1494,LOS,113,148,1,0.000876949,0.418918919
1494,LOS,63,148,1,0.000876949,0.418918919
1494,LOS,5,148,1,0.000876949,0.418918919
1494,LOS,25,148,1,0.000876949,0.418918919
1494,LOS,29,148,1,0.000876949,0.418918919
1494,LOS,9,148,1,0.000876949,0.418918919
1494,LOS,18,148,1,0.000876949,0.418918919
1494,LOS,47,148,1,0.000876949,0.418918919
1494,LOS,6,148,1,0.000876949,0.418918919
1494,LOS,7,148,1,0.000876949,0.418918919
1494,LOS,30,148,1,0.000876949,0.418918919
1494,LOS,57,148,1,0.000876949,0.418918919
1494,LOS,20,148,1,0.000876949,0.418918919
1494,LOS,23,148,1,0.000876949,0.418918919
1494,LOS,15,148,1,0.000876949,0.418918919
1494,LOS,24,148,1,0.000876949,0.418918919
1494,LOS,16,148,1,0.000876949,0.418918919
1494,LOS,4,148,1,0.000876949,0.418918919
1494,LOS,28,148,1,0.000876949,0.418918919
1494,LOS,22,148,1,0.000876949,0.418918919
1494,HadPPH,Y,148,1,0.000876949,0.418918919
1494,Facility_ID,L212,148,1,0.000876949,0.418918919
1494,Facility_ID,M215,148,1,0.000876949,0.418918919
1494,Facility_ID,L226,148,1,0.000876949,0.418918919
1494,Facility_ID,R219,148,1,0.000876949,0.418918919
1495,SRG_Desc,71 Gynaecology,23,2,0.000136283,0.826086957
1495,SRG_Desc,16 Diagnostic GI Endoscopy,23,2,0.000136283,0.826086957
1495,SRG_Desc,41 Breast Surgery,23,2,0.000136283,0.826086957
1495,SRG_Desc,51 Plastic and Reconstructive Surgery,23,2,0.000136283,0.826086957
1495,SRG_Desc,74 Unqualified Neonate,23,2,0.000136283,0.826086957
1495,SRG_Desc,50 Ophthalmology,23,2,0.000136283,0.826086957
1495,Age,2,23,2,0.000136283,0.826086957
1495,Age,16,23,2,0.000136283,0.826086957
1495,Age,77,23,2,0.000136283,0.826086957
1495,Age,48,23,2,0.000136283,0.826086957
1495,Age,18,23,2,0.000136283,0.826086957
1495,Age,29,23,2,0.000136283,0.826086957
1495,Age,32,23,2,0.000136283,0.826086957
1495,Age,30,23,2,0.000136283,0.826086957
1495,Age,40,23,2,0.000136283,0.826086957
1495,LOS,36,23,2,0.000136283,0.826086957
1495,LOS,235,23,2,0.000136283,0.826086957
1495,LOS,14,23,2,0.000136283,0.826086957
1495,LOS,63,23,2,0.000136283,0.826086957
1495,LOS,30,23,2,0.000136283,0.826086957
1495,LOS,42,23,2,0.000136283,0.826086957
1495,LOS,21,23,2,0.000136283,0.826086957
1495,LOS,7,23,2,0.000136283,0.826086957
1495,LOS,16,23,2,0.000136283,0.826086957
1495,LOS,5,23,2,0.000136283,0.826086957
1495,LOS,2,23,2,0.000136283,0.826086957
1495,LOS,55,23,2,0.000136283,0.826086957
1495,LOS,32,23,2,0.000136283,0.826086957
1495,LOS,57,23,2,0.000136283,0.826086957
1495,LOS,47,23,2,0.000136283,0.826086957
1495,LOS,12,23,2,0.000136283,0.826086957
1495,LOS,18,23,2,0.000136283,0.826086957
1495,LOS,19,23,2,0.000136283,0.826086957
1495,LOS,22,23,2,0.000136283,0.826086957
1495,LOS,4,23,2,0.000136283,0.826086957
1495,LOS,9,23,2,0.000136283,0.826086957
1495,LOS,20,23,2,0.000136283,0.826086957
1495,LOS,13,23,2,0.000136283,0.826086957
1495,LOS,6,23,2,0.000136283,0.826086957
1495,LOS,11,23,2,0.000136283,0.826086957
1495,LOS,10,23,2,0.000136283,0.826086957
1495,LOS,67,23,2,0.000136283,0.826086957
1495,LOS,3,23,2,0.000136283,0.826086957
1495,LOS,28,23,2,0.000136283,0.826086957
1495,LOS,29,23,2,0.000136283,0.826086957
1495,LOS,113,23,2,0.000136283,0.826086957
1495,LOS,8,23,2,0.000136283,0.826086957
1495,LOS,24,23,2,0.000136283,0.826086957
1495,LOS,27,23,2,0.000136283,0.826086957
1495,LOS,23,23,2,0.000136283,0.826086957
1495,LOS,15,23,2,0.000136283,0.826086957
1495,LOS,25,23,2,0.000136283,0.826086957
1495,HadPPH,Y,23,2,0.000136283,0.826086957
1495,Facility_ID,R219,23,2,0.000136283,0.826086957
1495,Facility_ID,L226,23,2,0.000136283,0.826086957
1495,Facility_ID,L212,23,2,0.000136283,0.826086957
1495,Facility_ID,M215,23,2,0.000136283,0.826086957
748,SRG_Desc,50 Ophthalmology,39,1,0.000231088,0.384615385
748,SRG_Desc,51 Plastic and Reconstructive Surgery,39,1,0.000231088,0.384615385
748,SRG_Desc,48 ENT & Head and Neck,39,1,0.000231088,0.384615385
748,SRG_Desc,41 Breast Surgery,39,1,0.000231088,0.384615385
748,Age,70,39,1,0.000231088,0.384615385
748,Age,91,39,1,0.000231088,0.384615385
748,Age,31,39,1,0.000231088,0.384615385
748,Age,63,39,1,0.000231088,0.384615385
748,Age,61,39,1,0.000231088,0.384615385
748,Age,27,39,1,0.000231088,0.384615385
748,Age,43,39,1,0.000231088,0.384615385
748,Age,4,39,1,0.000231088,0.384615385
748,Age,6,39,1,0.000231088,0.384615385
748,Age,49,39,1,0.000231088,0.384615385
748,Age,9,39,1,0.000231088,0.384615385
748,Age,46,39,1,0.000231088,0.384615385
748,LOS,9,39,1,0.000231088,0.384615385
748,LOS,29,39,1,0.000231088,0.384615385
748,LOS,5,39,1,0.000231088,0.384615385
748,LOS,2,39,1,0.000231088,0.384615385
748,LOS,23,39,1,0.000231088,0.384615385
748,LOS,3,39,1,0.000231088,0.384615385
748,LOS,6,39,1,0.000231088,0.384615385
748,LOS,21,39,1,0.000231088,0.384615385
748,HadPPH,Y,39,1,0.000231088,0.384615385
748,Facility_ID,M210,39,1,0.000231088,0.384615385
748,Facility_ID,L212,39,1,0.000231088,0.384615385
748,Facility_ID,R219,39,1,0.000231088,0.384615385
748,Facility_ID,L226,39,1,0.000231088,0.384615385
748,Facility_ID,R221,39,1,0.000231088,0.384615385
748,Facility_ID,M215,39,1,0.000231088,0.384615385
748,Facility_ID,R211,39,1,0.000231088,0.384615385
748,Facility_ID,R205,39,1,0.000231088,0.384615385
748,Facility_ID,N213,39,1,0.000231088,0.384615385
749,SRG_Desc,71 Gynaecology,27,2,0.000159984,0.592592593
749,SRG_Desc,16 Diagnostic GI Endoscopy,27,2,0.000159984,0.592592593
749,Age,6,27,2,0.000159984,0.592592593
749,Age,43,27,2,0.000159984,0.592592593
749,Age,31,27,2,0.000159984,0.592592593
749,Age,70,27,2,0.000159984,0.592592593
749,Age,91,27,2,0.000159984,0.592592593
749,Age,27,27,2,0.000159984,0.592592593
749,Age,61,27,2,0.000159984,0.592592593
749,Age,49,27,2,0.000159984,0.592592593
749,Age,46,27,2,0.000159984,0.592592593
749,Age,9,27,2,0.000159984,0.592592593
749,Age,4,27,2,0.000159984,0.592592593
749,Age,63,27,2,0.000159984,0.592592593
749,LOS,6,27,2,0.000159984,0.592592593
749,LOS,5,27,2,0.000159984,0.592592593
749,LOS,3,27,2,0.000159984,0.592592593
749,LOS,23,27,2,0.000159984,0.592592593
749,LOS,29,27,2,0.000159984,0.592592593
749,LOS,21,27,2,0.000159984,0.592592593
749,LOS,9,27,2,0.000159984,0.592592593
749,LOS,2,27,2,0.000159984,0.592592593
749,HadPPH,Y,27,2,0.000159984,0.592592593
749,Facility_ID,R219,27,2,0.000159984,0.592592593
749,Facility_ID,R205,27,2,0.000159984,0.592592593
749,Facility_ID,N213,27,2,0.000159984,0.592592593
749,Facility_ID,L226,27,2,0.000159984,0.592592593
749,Facility_ID,M210,27,2,0.000159984,0.592592593
749,Facility_ID,L212,27,2,0.000159984,0.592592593
749,Facility_ID,R221,27,2,0.000159984,0.592592593
749,Facility_ID,M215,27,2,0.000159984,0.592592593
749,Facility_ID,R211,27,2,0.000159984,0.592592593
375,SRG_Desc,50 Ophthalmology,18,2,0.000106656,0.833333333
375,SRG_Desc,71 Gynaecology,18,2,0.000106656,0.833333333
375,SRG_Desc,74 Unqualified Neonate,18,2,0.000106656,0.833333333
375,SRG_Desc,41 Breast Surgery,18,2,0.000106656,0.833333333
375,SRG_Desc,51 Plastic and Reconstructive Surgery,18,2,0.000106656,0.833333333
375,SRG_Desc,48 ENT & Head and Neck,18,2,0.000106656,0.833333333
375,SRG_Desc,16 Diagnostic GI Endoscopy,18,2,0.000106656,0.833333333
375,Age,91,18,2,0.000106656,0.833333333
375,Age,31,18,2,0.000106656,0.833333333
375,Age,9,18,2,0.000106656,0.833333333
375,Age,43,18,2,0.000106656,0.833333333
375,Age,70,18,2,0.000106656,0.833333333
375,Age,49,18,2,0.000106656,0.833333333
375,Age,27,18,2,0.000106656,0.833333333
375,Age,61,18,2,0.000106656,0.833333333
375,Age,6,18,2,0.000106656,0.833333333
375,Age,4,18,2,0.000106656,0.833333333
375,Age,63,18,2,0.000106656,0.833333333
375,Age,46,18,2,0.000106656,0.833333333
375,LOS,7,18,2,0.000106656,0.833333333
375,LOS,55,18,2,0.000106656,0.833333333
375,LOS,28,18,2,0.000106656,0.833333333
375,LOS,4,18,2,0.000106656,0.833333333
375,LOS,8,18,2,0.000106656,0.833333333
375,LOS,10,18,2,0.000106656,0.833333333
375,HadPPH,Y,18,2,0.000106656,0.833333333
375,Facility_ID,M215,18,2,0.000106656,0.833333333
375,Facility_ID,R221,18,2,0.000106656,0.833333333
375,Facility_ID,M210,18,2,0.000106656,0.833333333
375,Facility_ID,R211,18,2,0.000106656,0.833333333
375,Facility_ID,L212,18,2,0.000106656,0.833333333
375,Facility_ID,R205,18,2,0.000106656,0.833333333
375,Facility_ID,N213,18,2,0.000106656,0.833333333
375,Facility_ID,L226,18,2,0.000106656,0.833333333
375,Facility_ID,R219,18,2,0.000106656,0.833333333
188,SRG_Desc,16 Diagnostic GI Endoscopy,80,1,0.000474026,0.175
188,SRG_Desc,41 Breast Surgery,80,1,0.000474026,0.175
188,SRG_Desc,48 ENT & Head and Neck,80,1,0.000474026,0.175
188,SRG_Desc,74 Unqualified Neonate,80,1,0.000474026,0.175
188,SRG_Desc,71 Gynaecology,80,1,0.000474026,0.175
188,SRG_Desc,51 Plastic and Reconstructive Surgery,80,1,0.000474026,0.175
188,SRG_Desc,50 Ophthalmology,80,1,0.000474026,0.175
188,Age,75,80,1,0.000474026,0.175
188,Age,83,80,1,0.000474026,0.175
188,Age,68,80,1,0.000474026,0.175
188,Age,23,80,1,0.000474026,0.175
188,Age,76,80,1,0.000474026,0.175
188,Age,56,80,1,0.000474026,0.175
188,Age,24,80,1,0.000474026,0.175
188,Age,57,80,1,0.000474026,0.175
188,Age,21,80,1,0.000474026,0.175
188,Age,28,80,1,0.000474026,0.175
188,Age,88,80,1,0.000474026,0.175
188,Age,86,80,1,0.000474026,0.175
188,Age,82,80,1,0.000474026,0.175
188,Age,39,80,1,0.000474026,0.175
188,Age,45,80,1,0.000474026,0.175
188,Age,66,80,1,0.000474026,0.175
188,Age,64,80,1,0.000474026,0.175
188,Age,74,80,1,0.000474026,0.175
188,Age,54,80,1,0.000474026,0.175
188,Age,44,80,1,0.000474026,0.175
188,Age,73,80,1,0.000474026,0.175
188,Age,38,80,1,0.000474026,0.175
188,Age,12,80,1,0.000474026,0.175
188,Age,60,80,1,0.000474026,0.175
188,Age,47,80,1,0.000474026,0.175
188,Age,35,80,1,0.000474026,0.175
188,Age,34,80,1,0.000474026,0.175
188,LOS,13,80,1,0.000474026,0.175
188,LOS,27,80,1,0.000474026,0.175
188,LOS,55,80,1,0.000474026,0.175
188,LOS,30,80,1,0.000474026,0.175
188,LOS,32,80,1,0.000474026,0.175
188,LOS,28,80,1,0.000474026,0.175
188,LOS,12,80,1,0.000474026,0.175
188,LOS,57,80,1,0.000474026,0.175
188,LOS,11,80,1,0.000474026,0.175
188,LOS,113,80,1,0.000474026,0.175
188,LOS,8,80,1,0.000474026,0.175
188,LOS,5,80,1,0.000474026,0.175
188,LOS,22,80,1,0.000474026,0.175
188,LOS,29,80,1,0.000474026,0.175
188,LOS,23,80,1,0.000474026,0.175
188,LOS,2,80,1,0.000474026,0.175
188,LOS,36,80,1,0.000474026,0.175
188,LOS,7,80,1,0.000474026,0.175
188,LOS,24,80,1,0.000474026,0.175
188,LOS,3,80,1,0.000474026,0.175
188,LOS,235,80,1,0.000474026,0.175
188,LOS,67,80,1,0.000474026,0.175
188,LOS,15,80,1,0.000474026,0.175
188,LOS,9,80,1,0.000474026,0.175
188,LOS,25,80,1,0.000474026,0.175
188,LOS,10,80,1,0.000474026,0.175
188,LOS,4,80,1,0.000474026,0.175
188,LOS,63,80,1,0.000474026,0.175
188,LOS,19,80,1,0.000474026,0.175
188,LOS,6,80,1,0.000474026,0.175
188,LOS,18,80,1,0.000474026,0.175
188,LOS,14,80,1,0.000474026,0.175
188,LOS,16,80,1,0.000474026,0.175
188,LOS,21,80,1,0.000474026,0.175
188,LOS,42,80,1,0.000474026,0.175
188,LOS,47,80,1,0.000474026,0.175
188,LOS,20,80,1,0.000474026,0.175
188,HadPPH,Y,80,1,0.000474026,0.175
188,Facility_ID,L212,80,1,0.000474026,0.175
188,Facility_ID,M208,80,1,0.000474026,0.175
188,Facility_ID,R209,80,1,0.000474026,0.175
188,Facility_ID,M210,80,1,0.000474026,0.175
188,Facility_ID,R208,80,1,0.000474026,0.175
188,Facility_ID,M206,80,1,0.000474026,0.175
188,Facility_ID,R210,80,1,0.000474026,0.175
188,Facility_ID,N213,80,1,0.000474026,0.175
188,Facility_ID,R202,80,1,0.000474026,0.175
188,Facility_ID,R207,80,1,0.000474026,0.175
188,Facility_ID,M205,80,1,0.000474026,0.175
188,Facility_ID,M203,80,1,0.000474026,0.175
188,Facility_ID,M213,80,1,0.000474026,0.175
188,Facility_ID,R221,80,1,0.000474026,0.175
188,Facility_ID,R218,80,1,0.000474026,0.175
188,Facility_ID,M214,80,1,0.000474026,0.175
188,Facility_ID,N218,80,1,0.000474026,0.175
188,Facility_ID,R211,80,1,0.000474026,0.175
1512,SRG_Desc,51 Plastic and Reconstructive Surgery,19,1,0.000112581,0.157894737
1512,SRG_Desc,50 Ophthalmology,19,1,0.000112581,0.157894737
1512,SRG_Desc,71 Gynaecology,19,1,0.000112581,0.157894737
1512,SRG_Desc,48 ENT & Head and Neck,19,1,0.000112581,0.157894737
1512,SRG_Desc,74 Unqualified Neonate,19,1,0.000112581,0.157894737
1512,SRG_Desc,16 Diagnostic GI Endoscopy,19,1,0.000112581,0.157894737
1512,SRG_Desc,41 Breast Surgery,19,1,0.000112581,0.157894737
1512,Age,96,19,1,0.000112581,0.157894737
1512,Age,41,19,1,0.000112581,0.157894737
1512,Age,85,19,1,0.000112581,0.157894737
1512,Age,84,19,1,0.000112581,0.157894737
1512,Age,90,19,1,0.000112581,0.157894737
1512,Age,78,19,1,0.000112581,0.157894737
1512,Age,69,19,1,0.000112581,0.157894737
1512,Age,87,19,1,0.000112581,0.157894737
1512,Age,55,19,1,0.000112581,0.157894737
1512,Age,59,19,1,0.000112581,0.157894737
1512,LOS,5,19,1,0.000112581,0.157894737
1512,LOS,8,19,1,0.000112581,0.157894737
1512,LOS,3,19,1,0.000112581,0.157894737
1512,LOS,2,19,1,0.000112581,0.157894737
1512,LOS,13,19,1,0.000112581,0.157894737
1512,LOS,4,19,1,0.000112581,0.157894737
1512,LOS,7,19,1,0.000112581,0.157894737
1512,HadPPH,Y,19,1,0.000112581,0.157894737
1512,Facility_ID,M213,19,1,0.000112581,0.157894737
1512,Facility_ID,R218,19,1,0.000112581,0.157894737
1512,Facility_ID,N218,19,1,0.000112581,0.157894737
1512,Facility_ID,R207,19,1,0.000112581,0.157894737
1512,Facility_ID,M210,19,1,0.000112581,0.157894737
1512,Facility_ID,L212,19,1,0.000112581,0.157894737
1512,Facility_ID,M203,19,1,0.000112581,0.157894737
1512,Facility_ID,R209,19,1,0.000112581,0.157894737
1513,SRG_Desc,48 ENT & Head and Neck,21,2,0.000124432,0.571428571
1513,SRG_Desc,16 Diagnostic GI Endoscopy,21,2,0.000124432,0.571428571
1513,SRG_Desc,41 Breast Surgery,21,2,0.000124432,0.571428571
1513,SRG_Desc,50 Ophthalmology,21,2,0.000124432,0.571428571
1513,SRG_Desc,74 Unqualified Neonate,21,2,0.000124432,0.571428571
1513,SRG_Desc,71 Gynaecology,21,2,0.000124432,0.571428571
